,时间,open,high,low,close,交易状态,交易价格,交易数量,交易金额,交易费用,当前持仓,可用资金,资金利用率,资产价值,未实现盈亏,总资产,净值,策略,时间框架
0,2009-07-27 16:00:00,39.02,39.35,39.01,39.34,无,39.34,0,0.0,0.0,0,100000.0,0.0,0.0,0.0,100000.0,1.0,buyandhold,240min
1,2009-07-28 12:00:00,39.18,39.42,38.94,39.27,买,39.18,2539,99478.02,99.47802,2539,521.9799999999959,0.9947921005709853,99706.53000000001,228.5100000000093,100228.51000000001,1.0023,buyandhold,240min
2,2009-07-28 12:00:00,39.18,39.42,38.94,39.27,无,39.27,0,0.0,0.0,2539,521.9799999999959,0.9947921005709853,99706.53000000001,228.5100000000093,100228.51000000001,1.0023,buyandhold,240min
3,2009-07-28 16:00:00,39.27,39.58,39.23,39.47,无,39.47,0,0.0,0.0,2539,521.9799999999959,0.9948183529851352,100214.33,736.3099999999977,100736.31,1.0074,buyandhold,240min
4,2009-07-29 12:00:00,39.32,39.42,39.1,39.11,无,39.11,0,0.0,0.0,2539,521.9799999999959,0.9947709063318236,99300.29,-177.73000000001048,99822.26999999999,0.9982,buyandhold,240min
5,2009-07-29 16:00:00,39.11,39.4,39.01,39.35,无,39.35,0,0.0,0.0,2539,521.9799999999959,0.9948026333934837,99909.65000000001,431.63000000000466,100431.63,1.0043,buyandhold,240min
6,2009-07-30 12:00:00,39.74,40.17,39.66,39.86,无,39.86,0,0.0,0.0,2539,521.9799999999959,0.9948687913436929,101204.54,1726.5199999999895,101726.51999999999,1.0173,buyandhold,240min
7,2009-07-30 16:00:00,39.87,39.94,39.52,39.57,无,39.57,0,0.0,0.0,2539,521.9799999999959,0.9948313801902184,100468.23,990.2099999999919,100990.20999999999,1.0099,buyandhold,240min
8,2009-07-31 12:00:00,39.57,39.85,39.48,39.7,无,39.7,0,0.0,0.0,2539,521.9799999999959,0.9948482179480752,100798.3,1320.2799999999988,101320.28,1.0132,buyandhold,240min
9,2009-07-31 16:00:00,39.71,39.79,39.41,39.46,无,39.46,0,0.0,0.0,2539,521.9799999999959,0.994817046651942,100188.94,710.9199999999983,100710.92,1.0071,buyandhold,240min
10,2009-08-03 12:00:00,39.85,39.99,39.65,39.93,无,39.93,0,0.0,0.0,2539,521.9799999999959,0.9948777406241643,101382.27,1904.25,101904.25,1.019,buyandhold,240min
11,2009-08-03 16:00:00,39.94,40.06,39.89,40.04,无,40.04,0,0.0,0.0,2539,521.9799999999959,0.9948917408811635,101661.56,2183.5399999999936,102183.54,1.0218,buyandhold,240min
12,2009-08-04 12:00:00,39.86,40.18,39.78,40.07,无,40.07,0,0.0,0.0,2539,521.9799999999959,0.9948955458606328,101737.73,2259.709999999992,102259.70999999999,1.0226,buyandhold,240min
13,2009-08-04 16:00:00,40.08,40.08,39.8,40.03,无,40.03,0,0.0,0.0,2539,521.9799999999959,0.9948904712937735,101636.17,2158.149999999994,102158.15,1.0216,buyandhold,240min
14,2009-08-05 12:00:00,40.14,40.14,39.46,39.68,无,39.68,0,0.0,0.0,2539,521.9799999999959,0.9948456346678911,100747.52,1269.5,101269.5,1.0127,buyandhold,240min
15,2009-08-05 16:00:00,39.68,39.85,39.56,39.73,无,39.73,0,0.0,0.0,2539,521.9799999999959,0.9948520880168882,100874.46999999999,1396.4499999999825,101396.44999999998,1.014,buyandhold,240min
16,2009-08-06 12:00:00,39.79,39.92,39.31,39.48,无,39.48,0,0.0,0.0,2539,521.9799999999959,0.9948196586599869,100239.71999999999,761.6999999999825,100761.69999999998,1.0076,buyandhold,240min
17,2009-08-06 16:00:00,39.49,39.57,39.24,39.4,无,39.4,0,0.0,0.0,2539,521.9799999999959,0.994809194799688,100036.59999999999,558.5799999999872,100558.57999999999,1.0056,buyandhold,240min
18,2009-08-07 12:00:00,39.92,40.06,39.6,40.05,无,40.05,0,0.0,0.0,2539,521.9799999999959,0.9948930098377902,101686.95,2208.929999999993,102208.93,1.0221,buyandhold,240min
19,2009-08-07 16:00:00,40.06,40.07,39.82,39.88,无,39.88,0,0.0,0.0,2539,521.9799999999959,0.9948713514703181,101255.32,1777.300000000003,101777.3,1.0178,buyandhold,240min
